測定局コード,測定局名称,住所,SO2,NO,NO2,NOX,CO,OX,NMHC,CH4,THC,SPM,PM2.5,SP,WD,WS,TEMP,HUM,問い合わせ先,局種別
41201540,兵庫,佐賀市兵庫町大字西渕1960-4,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,佐賀県,自排局
41202060,竹木場,唐津市竹木場５６１６－１,◯,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,×,佐賀県,一般局
41202160,肥前,唐津市肥前町大字入野字音ノ元甲1684,×,×,×,×,×,◯,×,×,×,×,◯,×,×,×,×,×,佐賀県,一般局
41202200,唐津,唐津市二夕子　1-7-83,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,佐賀県,一般局
41203010,鳥栖,鳥栖市宿町７２１－３５,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,佐賀県,一般局
41203050,曽根崎,鳥栖市曽根崎町１４９８－３,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,佐賀県,自排局
41204010,多久,多久市北多久町大字小侍４８－３,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,佐賀県,一般局
41205080,大坪,伊万里市大坪町２８６３－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,佐賀県,一般局
41205090,山代,伊万里市山代町久原１６３７－４,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,佐賀県,一般局
41206010,武雄,武雄市武雄町大字昭和２７－６,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,佐賀県,一般局
41207010,鹿島,鹿島市納富分２７４４－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,佐賀県,一般局
41209010,嬉野,嬉野市嬉野町大字下宿乙1408番地,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,佐賀県,一般局
41210010,神埼,神埼市神埼町枝ヶ里349,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,佐賀県,一般局
41341010,基山,基山町大字宮浦１０３７－１,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,佐賀県,一般局
41401020,西有田,西松浦郡有田町下山谷字佐後乙3563,×,×,×,×,×,◯,×,×,×,×,×,×,×,×,×,×,佐賀県,一般局
41425010,白石,杵島郡白石町大字福田2371番地,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,佐賀県,一般局
42201030,稲佐小学校,長崎市稲佐町１１－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,長崎市,一般局
42201280,小ケ倉支所,長崎市小ケ倉町２－２１－２,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,長崎市,一般局
42201300,東長崎支所,長崎市矢上町２４７－２,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,長崎市,一般局
42201510,長崎駅前,長崎市大黒町３－１,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,長崎市,自排局
42201530,長崎市役所,長崎市桜町６－３,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,×,×,×,×,長崎市,自排局
42201540,中央橋,長崎市江戸町10-100,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,×,×,×,×,長崎市,自排局
42202020,相浦,佐世保市木宮町３－１０,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,佐世保市,一般局
42202030,大野,佐世保市田原町１３－２９,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,佐世保市,一般局
42202140,早岐,佐世保市早岐１丁目６－３８,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,佐世保市,一般局
42202160,大塔,佐世保市大塔町２３９４－９,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,佐世保市,一般局
42202510,日宇,佐世保市日宇町５２２－１,×,◯,◯,◯,◯,×,◯,◯,◯,×,×,×,×,×,×,×,佐世保市,自排局
42202520,福石,佐世保市福石町２０１－３,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,佐世保市,自排局
42203010,島原大気測定局,島原市新田町３４７－９,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,長崎県,一般局
42204060,諫早,諌早市馬渡町13,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,長崎県,一般局
42205010,大村大気測定局,大村市西三城町１２,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,長崎県,一般局
42208040,松浦志佐大気測定局,松浦市志佐町浦免８１２－１,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,長崎県,一般局
42209010,対馬大気測定局,対馬市厳原町宮谷224,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,長崎県,一般局
42209950,国設対馬酸性雨,対馬市大字厳原北里大多羅（上見坂公園）,×,×,×,×,×,◯,×,×,×,×,◯,×,◯,◯,×,×,環境省,一般局
42210010,壱岐,壱岐市郷ノ浦町本村触505-5,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,長崎県,一般局
42211010,五島,五島市福江町504-1,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,長崎県,一般局
42211950,国設五島酸性雨,五島市大宝郷字ヅンナン辻1148,×,×,×,×,×,◯,×,×,×,×,×,×,◯,◯,×,×,環境省,一般局
42213010,小浜大気測定局,雲仙市小浜町北本町550,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,長崎県,一般局
42308040,時津小学校大気測定局,西彼杵郡時津町野田郷２,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,×,×,×,長崎県,一般局
42309010,村松,長崎市村松郷字南小島７０４－１３,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,長崎県,一般局
42314020,雪浦大気測定局,西海市大瀬戸町雪浦上郷字宮小路141-2,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,長崎県,一般局
42322060,川棚大気測定局,東彼杵郡川棚町下組郷字開３０４－５,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,長崎県,一般局
42392020,吉井,佐世保市大渡免字大切１３６,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,佐世保市,一般局
43201140,楡木,熊本市北区楡木3-9-1,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,熊本市,一般局
43201150,京町,熊本市中央区京町本丁1-14,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本市,一般局
43201160,北区役所,熊本市北区植木町岩野238-1,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本市,一般局
43201170,秋津,熊本市東区秋津3丁目1856,×,×,×,×,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,熊本市,一般局
43201180,中島,熊本市西区中島町371-2,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本市,一般局
43201190,城南町,熊本市南区城南町高482,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,熊本市,一般局
43201510,水道町自排局,熊本市中央区水道町１３－２,◯,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,熊本市,自排局
43201520,神水本町自排局,熊本市中央区神水本町９６７－１,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,熊本市,自排局
43202020,八代東高校,八代市鷹辻町,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本県,一般局
43202030,八代八千把出張所,八代市古閑上町１９７,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,熊本県,一般局
43202520,八代自排局,八代市宮地町,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,熊本県,自排局
43203011,人吉保健所,人吉市西間下町８６－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本県,一般局
43204200,荒尾運動公園,荒尾市川登1868-12,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本県,一般局
43205030,水俣丸島,水俣市丸島町３－１８７,◯,×,×,×,×,×,×,×,×,◯,×,×,×,×,×,×,熊本県,一般局
43205160,水俣保健所,水俣市八幡町３丁目２－７,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本県,一般局
43206020,有明保健所,玉名市大字岩崎１００４－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本県,一般局
43207010,天草保健所,天草市今釜新町３５３０,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,熊本県,一般局
43208010,山鹿保健福祉センター局,山鹿市山鹿,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本県,一般局
43210010,菊池市役所,菊池市大字隈府字前田８７８番地１,◯,◯,◯,◯,×,◯,×,×,×,×,◯,×,×,×,×,×,熊本県,一般局
43211050,宇土運動公園,宇土市旭町３７５,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本県,一般局
43212010,上天草市合津,上天草市松島町合津4276-387,×,×,×,×,×,◯,×,×,×,×,◯,×,◯,◯,×,×,熊本県,一般局
43214011,阿蘇保健所,阿蘇市一の宮町宮地２４０２,×,×,×,×,×,◯,×,×,×,×,◯,×,×,×,×,×,熊本県,一般局
43215010,天草市宮地岳地区,天草市宮地岳町5518-1,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,熊本県,一般局
43215020,天草市新和町地区,天草市新和町小宮地字荒新開5208-105,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,熊本県,一般局
43215030,天草市河浦町地区,天草市河浦町河浦796-4,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,熊本県,一般局
43215040,天草市天草町下田地区,天草市天草町下田北1388-1,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,熊本県,一般局
43403010,大津町引水,菊池郡大津町引水１２３,×,×,×,×,×,◯,×,×,×,×,◯,×,◯,◯,×,×,熊本県,一般局
43443010,益城町保健福祉センター,上益城郡益城町惣領１４７０,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本県,一般局
43444010,甲佐町岩下,上益城郡甲佐町岩下１５７番地１９,×,×,×,×,×,◯,×,×,×,×,◯,×,◯,◯,×,×,熊本県,一般局
43481010,小田浦公民館,葦北郡芦北町小田浦１５７２－１,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,熊本県,一般局
43530010,五和手野,天草市大字井出３７６８－２,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,熊本県,一般局
43531010,苓北志岐,天草郡苓北町志岐４６０,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,熊本県,一般局
43531020,苓北町坂瀬川地区,天草郡苓北町坂瀬川字小崎2865,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,熊本県,一般局
43531030,苓北町都呂々地区,天草郡苓北町都呂々字古里1211-1,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,熊本県,一般局
43531040,苓北町木場地区,天草郡苓北町都呂々字陰平6118-2,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,熊本県,一般局
43532010,天草高浜,天草市字白鶴浜８９７－１５,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,熊本県,一般局
44201010,敷戸小学校測定局,大分市敷戸北町１２番１号,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,大分市,一般局
44201050,南大分中学校,大分市奥田７５４ー１,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,大分市,一般局
44201070,三佐小学校,大分市三佐５丁目６番地８号,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,×,×,×,×,大分市,一般局
44201080,大在小学校,大分市横田１丁目１５番地５８号,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,大分市,一般局
44201090,坂ノ市中学校,大分市南２丁目９番７２号,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,大分市,一般局
44201100,戸次中学校,大分市中戸次本町,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,大分市,一般局
44201130,東大分小学校,大分市萩原１丁目１０番３０号,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,×,大分市,一般局
44201340,丹生小学校,大分市佐野２６６２,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,大分市,一般局
44201350,西部清掃事業所,大分市大字横瀬４１６番地,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,大分市,一般局
44201360,大東中学校,大分市大字横尾２６６０番地,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,大分市,一般局
44201370,王子中学校,大分市南春日町６番１号,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,大分市,一般局
44201510,中央測定局,大分市金池町２丁目の１,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,大分市,自排局
44201520,宮崎測定局,大分市大字宮崎字スカワ783-3他,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,大分市,自排局
44202020,青山中学校,別府市大字別府字野口原３０８８－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,大分県,一般局
44203070,中津総合庁舎,中津市中央町１－５－１６,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,大分県,一般局
44204010,西部振興局,日田市城町１－１－１０,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,大分県,一般局
44205020,南部振興局,佐伯市長島町１丁目２番１号,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,大分県,一般局
44206010,臼杵市役所,臼杵市大字臼杵７２－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,大分県,一般局
44207010,津久見市役所,津久見市宮本町２０－１５,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,大分県,一般局
44212010,豊肥保健所,豊後大野市三重町市場９３４番地２,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,大分県,一般局
44213010,中部保健所由布保健部,由布市庄内町柿原337-2,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,大分県,一般局
44214010,国東高等学校,国東市国東町鶴川1974,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,大分県,一般局
44341020,日出町鷹匠,速見郡日出町鷹匠町２４５８－１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,大分県,一般局
44381010,佐賀関,大分市大字関２１７８番地,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,大分市,一般局
45201040,佐土原,宮崎市佐土原町下田島20660,◯,×,×,×,×,◯,×,×,×,◯,◯,×,×,×,×,×,宮崎市,一般局
45201050,祇園,宮崎市宮崎市祇園２丁目１３５,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,宮崎市,一般局
45201060,田野,宮崎市田野町甲２８１８,◯,×,×,×,×,×,×,×,×,◯,◯,×,×,×,×,×,宮崎市,一般局
45201520,南宮崎自排局,宮崎市中村東３丁目２の２７,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,×,×,×,×,宮崎市,自排局
45201530,生目小学校自排局,宮崎市大字浮田２７５１番地１４,×,×,×,×,×,◯,◯,◯,◯,×,◯,×,×,×,×,×,宮崎市,自排局
45201540,大宮小学校自動車排出ガス測定局,宮崎市下北方町新地849番地,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,宮崎市,自排局
45202020,都城高専,都城市吉尾町４７３番地の１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,宮崎県,一般局
45202510,都城自排局,都城市姫城町６街区２１,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,宮崎県,自排局
45203020,延岡商業高校,延岡市桜ヶ丘３丁目７１２２,◯,◯,◯,◯,×,◯,×,×,×,×,×,×,×,×,×,×,宮崎県,一般局
45203090,延岡青朋高校,延岡市平原町２丁目６１８の２,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,宮崎県,一般局
45203100,延岡保健所,延岡市大貫町１丁目２８４０,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,宮崎県,一般局
45203520,新延岡自排局,延岡市出北町２丁目１４６７－２,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,宮崎県,自排局
45204010,日南保健所,日南市大字戸高６５７,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,宮崎県,一般局
45204030,油津小学校,日南市園田町１６２,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,宮崎県,一般局
45205010,小林保健所,小林市小林市堤字金鳥居３０２０の１３,◯,×,×,×,×,◯,×,×,×,◯,◯,×,×,×,×,×,宮崎県,一般局
45206020,大王谷小学校,日向市大字日知屋１２１０５の１,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,×,宮崎県,一般局
45206030,日向市立図書館,日向市春原町１丁目４７,◯,◯,◯,◯,×,×,×,×,×,◯,◯,×,×,×,×,×,宮崎県,一般局
45206080,細島公民館,日向市大字日知屋片ヶ浜３３７９,◯,◯,◯,◯,×,◯,×,×,×,×,×,×,×,×,×,×,宮崎県,一般局
45401010,高鍋町健康づくりセンター,児湯郡高鍋町大字北高鍋２０４,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,宮崎県,一般局
45403010,西米良村健康増進広場,児湯郡西米良村西米良村大字村所,×,×,×,×,×,◯,×,×,×,×,◯,×,×,×,×,×,宮崎県,一般局
45441010,高千穂保健所,西臼杵郡高千穂町大字三田井１０８６－１,◯,×,×,×,×,◯,×,×,×,×,◯,×,×,×,×,×,宮崎県,一般局
46201010,鹿児島市役所,鹿児島市山下町11番1号,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,鹿児島市,一般局
46201130,谷山支所,鹿児島市谷山中央四丁目４９２７番地,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,鹿児島市,一般局
46201220,有村,鹿児島市有村町12番地4,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,鹿児島市,一般局
46201260,黒神,鹿児島市黒神町2554番地,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,鹿児島市,一般局
46201270,環境保健センター,鹿児島市城南町１８,◯,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,×,×,鹿児島県,一般局
46201520,鴨池,鹿児島市鴨池二丁目31番15号,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,鹿児島市,自排局
46202050,隈之城,薩摩川内市隈之城町217－8,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,鹿児島県,一般局
46202520,薩摩川内,薩摩川内市御陵下町字八牟田2742番,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,×,×,鹿児島県,自排局
46203010,鹿屋,鹿屋市新栄町６４９,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,鹿児島県,一般局
46205010,羽島,いちき串木野市羽島５２１８,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,鹿児島県,一般局
46208010,出水,出水市昭和町18－18,×,×,×,×,×,×,×,×,×,×,◯,×,◯,◯,×,×,鹿児島県,一般局
46212010,霧島,霧島市国分中央五丁目８４２番地１,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,鹿児島県,一般局
46220010,南さつま,南さつま市加世田川畑２６４８,×,×,×,×,×,◯,×,×,×,×,◯,×,◯,◯,×,×,鹿児島県,一般局
46225010,奄美,奄美市名瀬浦上町1－12,×,×,×,×,×,◯,×,×,×,×,◯,×,◯,◯,×,×,鹿児島県,一般局
46302010,桜島支所,鹿児島市桜島藤野町１４３９,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,鹿児島市,一般局
46302020,赤水,鹿児島市赤水１１９５－２,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,鹿児島市,一般局
46321010,喜入,鹿児島市喜入町６２２７,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,鹿児島市,一般局
46466010,志布志,志布志市志布志町志布志３２４０－１４,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,鹿児島県,一般局
